0:0:0:0:0:0:0:1 - - [15/Mar/2024:18:47:24 +0530] "GET /vdo.ai/core/w3layouts/vdo.ai.js HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Mar/2024:18:47:43 +0530] "POST /Trishul210218/loginAction HTTP/1.1" 200 91504
0:0:0:0:0:0:0:1 - - [15/Mar/2024:18:47:43 +0530] "GET /Trishul210218/css/themes/type-c/theme-mint.min.css HTTP/1.1" 404 1094
0:0:0:0:0:0:0:1 - - [15/Mar/2024:18:48:13 +0530] "GET /Trishul210218/city_master_Reports HTTP/1.1" 200 187292
0:0:0:0:0:0:0:1 - - [15/Mar/2024:18:48:13 +0530] "GET /Trishul210218/css/themes/type-c/theme-mint.min.css HTTP/1.1" 404 1094
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /Trishul210218/New_city_master_Reports HTTP/1.1" 200 29594
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /Trishul210218/css/themes/type-c/theme-mint.min.css HTTP/1.1" 404 1094
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /Trishul210218/SessionOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /Trishul210218/SessionOut.jsp HTTP/1.1" 200 5963
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js HTTP/1.1" 404 1108
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /m.servedby-buysellads.com/monetization.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /Trishul210218/configure/img/logo1.png HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /vdo.ai/core/w3layouts/vdo.ai.js HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /Trishul210218/configure/img/vasaya.jpg HTTP/1.1" 404 1070
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:11:25 +0530] "GET /_.google.com/analytics.js HTTP/1.1" 404 1044
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:16:04 +0530] "GET /Trishul210218/AddNewRentalTypeMaster HTTP/1.1" 200 27540
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:16:05 +0530] "GET /Trishul210218/css/themes/type-c/theme-mint.min.css HTTP/1.1" 404 1094
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:16:57 +0530] "GET /Trishul210218/Add_New_City HTTP/1.1" 200 311
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /Trishul210218/newRentalTypeMaster HTTP/1.1" 200 29582
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /Trishul210218/SessionOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /Trishul210218/SessionOut.jsp HTTP/1.1" 200 5963
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /Trishul210218/css/themes/type-c/theme-mint.min.css HTTP/1.1" 404 1094
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js HTTP/1.1" 404 1108
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /m.servedby-buysellads.com/monetization.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /Trishul210218/configure/img/logo1.png HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /vdo.ai/core/w3layouts/vdo.ai.js HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /_.google.com/analytics.js HTTP/1.1" 404 1044
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:06 +0530] "GET /Trishul210218/configure/img/vasaya.jpg HTTP/1.1" 404 1070
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:31 +0530] "GET /Trishul210218/AddNewRentalTypeMaster HTTP/1.1" 200 27540
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:31 +0530] "GET /Trishul210218/css/themes/type-c/theme-mint.min.css HTTP/1.1" 404 1094
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:49 +0530] "GET /Trishul210218/newRentalTypeMaster HTTP/1.1" 200 29582
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:49 +0530] "GET /Trishul210218/SessionOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:49 +0530] "GET /Trishul210218/SessionOut.jsp HTTP/1.1" 200 5963
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:49 +0530] "GET /Trishul210218/css/themes/type-c/theme-mint.min.css HTTP/1.1" 404 1094
0:0:0:0:0:0:0:1 - - [15/Mar/2024:19:17:49 +0530] "GET /ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js HTTP/1.1" 404 1108
